idno	author-short	title-short	identifier	author-name	wikidata-id	translation	num-authors	author-gender	author-nationality	author-birth-death	book-title	publ-first	publ-edition	publ-ref	publ-decade	publisher	series	collection	subgenre	type	ISBN	translator(s)	title-original	publ-original	references	text-length	language	size	timeSlot	reprintCount	targetcorpus
Lebeau_Agonie	Lebeau	Agonie	Lebeau_Agonie	Lebeau, Guillaume	https://www.wikidata.org/wiki/Q3120027	no	1	M	FRA		L'Agonie des sphères		2000		2000s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2985-8					69032	fra	medium	T0	unspecified	no
Dard_Meurt	Dard	Meurt	Dard_Meurt	Dard, Frédéric		no	1	M	FRA		On n'en Meurt Pas	1956			1950s				policier	populaire						38504	fra	short	T0	unspecified	no
Viard_Bande	Viard	Bande	Viard_Bande	Viard, Henri		no	1	M	FRA		La bande à Bonape		1969		1960s	Gallimard		Série noire	policier	populaire						42321	fra	short	T0	unspecified	no
Sadyn_Nuit	Sadyn	Nuit	Sadyn_Nuit	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							40267	fra	short	T0	unspecified	no
Daeninckx_Facteur	Daeninckx	Facteur	Daeninckx_Facteur	Daeninckx, Didier	https://www.wikidata.org/wiki/Q1210536	no	1	M	FRA		Le Facteur Fatal	1990			1990s				policier	populaire						53796	fra	short	T0	unspecified	no
Senanque_Salut	Senanque	Salut	Senanque_Salut	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							40401	fra	short	T0	unspecified	no
Gonzales_Monde	Gonzales	Monde	Gonzales_Monde	Gonzales, John		yes	1	M			Du monde dans mon lit		1963		1960s	Gallimard		Série noire	policier	populaire		Alpérine, Paul				59608	fra	medium	T0	unspecified	no
Ryck_Piege	Ryck	Piege	Ryck_Piege	Ryck, Francis	https://www.wikidata.org/wiki/Q544562	no	1	M	FRA		Piege	1981			1980s				policier	populaire						66911	fra	medium	T0	unspecified	no
Khadra_Morituri	Khadra	Morituri	Khadra_Morituri	Khadra, Yasmina	https://www.wikidata.org/wiki/Q313182	no	1	M	DZA		Morituri	1997			1990s				policier	populaire						37425	fra	short	T0	unspecified	no
Slimani_Chanson	Slimani	Chanson	Slimani_Chanson	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							53473	fra	medium	T0	unspecified	no
Dard_Antonio	Dard	Antonio	Dard_Antonio	Dard, Frédéric		no	1	M	FRA		San-Antonio Renvoie la balle	1960			1960s				policier	populaire						37533	fra	short	T0	unspecified	no
Cameron_Poignee	Cameron	Poignee	Cameron_Poignee	Cameron, Stella	https://www.wikidata.org/wiki/Q109253785	yes	1	F	GBR		Pour une poignée de diamants		1998		1990s	Harlequin		Suspense	policier	populaire	2-280-16722-0					49057	fra	short	T0	unspecified	no
Ray_Livre	Ray	Livre	Ray_Livre	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							56310	fra	medium	T0	unspecified	no
Simenon_Fantome	Simenon	Fantome	Simenon_Fantome	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		Maigret et le Fantôme	1964			1960s				policier	populaire						38317	fra	short	T0	unspecified	no
Vargas_Debout	Vargas	Debout	Vargas_Debout	Vargas, Fred	https://www.wikidata.org/wiki/Q237087	no	1	F	FRA		Debout les Morts	1995			1990s				policier	populaire						75637	fra	medium	T0	unspecified	no
Manchette_Affaire	Manchette	Affaire	Manchette_Affaire	Manchette, Jean-Patrick	https://www.wikidata.org/wiki/Q301951	no	1	M	FRA		L'Affaire N'Gustro	1971			1970s				policier	populaire						47455	fra	short	T0	unspecified	no
Fitzgerald_Croisade	Fitzgerald	Croisade	Fitzgerald_Croisade	Fitzgerald, Kevin		yes	1	M			Croisade sur les pointes		1963		1960s	Gallimard		Série noire	policier	populaire		Louedec, G.				56044	fra	medium	T0	unspecified	no
Pelot_Plomb	Pelot	Plomb	Pelot_Plomb	Pelot, Pierre	https://www.wikidata.org/wiki/Q363478	no	1	M	FRA		Du Plomb dans la Neige	1974			1970s				policier	populaire						35288	fra	short	T0	unspecified	no
Simenon_Viellillards	Simenon	Viellillards	Simenon_Viellillards	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		Maigret et les Vieillards	1960			1960s				policier	populaire						37809	fra	short	T0	unspecified	no
Trolley_Ballet	Trolley	Ballet	Trolley_Ballet	Trolley, Jack	https://www.wikidata.org/wiki/Q56309931	yes	1	M			Ballet d'ombres à Balboa	2001	2005		2000s	Rivages		Rivages/Noir	policier	populaire	2-7436-1384-X	Carn, Stéphane		1994		93897	fra	medium	T0	unspecified	no
Nathan_Saraka	Nathan	Saraka	Nathan_Saraka	Nathan, Tobie	https://www.wikidata.org/wiki/Q1523224	no	1	M			Saraka bô (Sortir les offrandes)	1993	1996		1990s	Rivages		Rivages/Noir	policier	populaire	2-86930-783-7					80195	fra	medium	T0	unspecified	no
Magnan_Sang	Magnan	Sang	Magnan_Sang	Magnan, Pierre		no	1	M	FRA		Le Sang des Atrides	1977			1970s				policier	populaire						62015	fra	medium	T0	unspecified	no
Homes_Pendez	Homes	Pendez	Homes_Pendez	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							54611	fra	medium	T0	unspecified	no
Page_Gueule	Page	Gueule	Page_Gueule	Page, Alain		no	1	M	FRA		La gueule d'un autre		1963		1960s	Fleuve Noir		Roman Special-Police	policier	populaire						37943	fra	short	T0	unspecified	no
Demaris_Cador	Demaris	Cador	Demaris_Cador	Demaris, Ovid	https://www.wikidata.org/wiki/Q1468771	yes	1	M	USA		Cador, fais pas de cadeau!		1962		1960s	Gallimard		Série noire	policier	populaire		Rosenthal, Jean				62277	fra	medium	T0	unspecified	no
AlexanderD_Tour	AlexanderD	Tour	AlexanderD_Tour	Alexander, David		yes	1	M	USA		La tour, prends garde...	1954	1992		1950s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2256-X	Catelot, G.-A.		1953		52169	fra	short	T0	unspecified	yes
Amos_Casa	Amos	Casa	Amos_Casa	Amos, Alan		yes	1	M	USA		La casa paraiso		1953		1950s	Le Masque		Romans d'aventures	policier	populaire						43487	fra	short	T0	unspecified	yes
Amos_Sucre	Amos	Sucre	Amos_Sucre	Amos, Alan		yes	1	M	USA		Sucre de canne		1958		1950s	Le Masque		Romans d'aventures	policier	populaire						57353	fra	medium	T0	unspecified	yes
BoileauNarcejac_Ombre	BoileauNarcejac	Ombre	BoileauNarcejac_Ombre	Boileau, Pierre / Narcejac, Thomas		no	1	M	FRA		L'ombre et la proie	1951	1984		1950s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1496-6					45146	fra	short	T0	unspecified	yes
Hocking_Personne	Hocking	Personne	Hocking_Personne	Hocking, Anne	https://www.wikidata.org/wiki/Q15915316	yes	1	F	GBR		Et personne ne pleura		1956		1950s	Le Masque		Romans d'aventures	policier	populaire		Vernay, Perrine				58676	fra	medium	T0	unspecified	yes
King_Femme	King	Femme	King_Femme	King, Rufus		yes	1	M	USA		La femme qui a tué		1950		1950s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1480-X	Le Houbie, Michel				49451	fra	short	T0	unspecified	yes
KnightK_Clan			KnightK_Clan	Knight, Kathleen Moore		yes	1	female	USA		Le clan robineau		1956	1956	1950s	Le Masque		Romans d'aventures	policier	populaire	(unknown)										yes
Oelrichs_Mort	Oelrichs	Mort	Oelrichs_Mort	Oelrichs, Inès		yes	1	F	USA		Mort d'une sorcière blanche		1953		1950s	Le Masque		Romans d'aventures	policier	populaire		Amalric, Isabelle		1986		73194	fra	medium	T0	unspecified	yes
Robertson_Drole	Robertson	Drole	Robertson_Drole	Robertson, Colin		yes	1	M	GBR		Drôle de cadavre		1958		1950s	Le Masque		Romans d'aventures	policier	populaire						49751	fra	short	T0	unspecified	yes
Webb_Merci	Webb	Merci	Webb_Merci	Webb, Anthony		yes	1	M	GBR		Merci, Monsieur Pendlebury		1951		1950s	Le Masque		Romans d'aventures	policier	populaire						63543	fra	medium	T0	unspecified	yes
Webb_Pendlebury	Webb	Pendlebury	Webb_Pendlebury	Webb, Anthony		yes	1	M	GBR		Mr. Pendlebury marque un but		1953		1950s	Le Masque		Romans d'aventures	policier	populaire						53247	fra	medium	T0	unspecified	yes
Vindry_Cinquieme	Vindry	Cinquieme	Vindry_Cinquieme	Vindry, Noël 	https://www.wikidata.org/wiki/Q3345897	no	10	M	FRA		La cinquième cartouche 		1955		1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire							fra		T0	unspecified	yes
Vindry_Mort	Vindry	Mort	Vindry_Mort	Vindry, Noël 	https://www.wikidata.org/wiki/Q3345897	no	10	M	FRA		Un mort abusif 		1953		1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire							fra		T0	unspecified	yes
Vindry_Vendredi	Vindry	Vendredi	Vindry_Vendredi	Vindry, Noël 	https://www.wikidata.org/wiki/Q3345897	no	10	M	FRA		Vendredi soir		1954		1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire							fra		T0	unspecified	yes
Barrington_Femme	Barrington	Femme	Barrington_Femme	Barrington, Paméla	https://www.wikidata.org/wiki/Q16028044	yes	1	F	GBR		Une femme très douce		1969		1960s	Le Masque		Romans d'aventures	policier	populaire		Navarro, Marie-Louise				49015	fra	short	T0	unspecified	yes
BenzimraABenzimraJ_Finir			BenzimraABenzimraJ_Finir	Benzimra, André / Benzimra, Jacqueline		no	2	mixed	FRA		Et finir en beauté		1964	1964	1960s	Le Masque		Romans d'aventures	policier	populaire	(unknown)										yes
Culpan_Dauphin	Culpan	Dauphin	Culpan_Dauphin	Culpan, Maurice	https://www.wikidata.org/wiki/Q16028083	yes	1	M	GBR		Au dauphin vert		1968		1960s	Le Masque		Romans d'aventures	policier	populaire						38181	fra	short	T0	unspecified	yes
Daly_Tome	Daly	Tome	Daly_Tome	Daly, Elizabeth		yes	1	F	USA		Le tome II a disparu		1964		1960s	Le Masque		Romans d'aventures	policier	populaire						26968	fra	short	T0	unspecified	yes
Durbridge_Signe	Durbridge	Signe	Durbridge_Signe	Durbridge, Francis	https://www.wikidata.org/wiki/Q1344686	yes	1	M	GBR		Sous le signe du dollar		1968		1960s	Le Masque		Romans d'aventures	policier	populaire						40818	fra	short	T0	unspecified	yes
Exbrayat_Petite	Exbrayat	Petite	Exbrayat_Petite	Exbrayat, Charles	https://www.wikidata.org/wiki/Q2659156	no	1	M	FRA		Une Petite morte de rien du tout		1965		1960s	Le Masque		Romans d'aventures	policier	populaire						47091	fra	short	T0	unspecified	yes
Gill_Coup	Gill	Coup	Gill_Coup	Gill, Josephine		yes	1	F			Coup de tonnerre		1960		1960s	Le Masque		Romans d'aventures	policier	populaire						51231	fra	medium	T0	unspecified	yes
Hocking_Tout	Hocking	Tout	Hocking_Tout	Hocking, Anne	https://www.wikidata.org/wiki/Q15915316	yes	1	F			Tout s'arrête à minuit		1960		1960s	Le Masque		Romans d'aventures	policier	populaire		Vernay, Perrine				59950	fra	medium	T0	unspecified	yes
Hunt_Etre	Hunt	Etre	Hunt_Etre	Hunt, Mary Vincent		yes	1	F			Être ou ne pas être		1962		1960s	Le Masque		Romans d'aventures	policier	populaire		Thies, Monique				45503	fra	short	T0	unspecified	yes
LockridgeR-LockridgeF_Garden-Party			LockridgeR-LockridgeF_Garden-Party	Lockridge, Richard/Lockridge, Frances		yes	2	mixed			Garden-Party		1960	1960	1960s	Le Masque		Romans d'aventures	policier	populaire	(unknown)										yes
MaurionGilles_Blonde	MaurionGilles	Blonde	MaurionGilles_Blonde	Maurion-Gilles, Yves		no	1	M			La blonde lance la rousse		1967		1960s	Le Masque		Romans d'aventures	policier	populaire						42692	fra	short	T0	unspecified	yes
Payes_Bon	Payes	Bon	Payes_Bon	Payes, Rachel C.		yes	1	F			Bon voyage, Tubby		1966		1960s	Le Masque		Romans d'aventures	policier	populaire		Dailly, Peggy				37483	fra	short	T0	unspecified	yes
Robertson_Singe	Robertson	Singe	Robertson_Singe	Robertson, Colin		yes	1	M			Le singe bleu		1960		1960s	Le Masque		Romans d'aventures	policier	populaire		Vernay, Perrine				59099	fra	medium	T0	unspecified	yes
SaintBriac_Mort	SaintBriac	Mort	SaintBriac_Mort	Saint-Briac, André		no	1	M			Le mort accuse		1969		1960s	Le Masque		Romans d'aventures	policier	populaire						27318	fra	short	T0	unspecified	yes
Bird_Sandra	Bird	Sandra	Bird_Sandra	Bird		yes	1	M	GBR		Sandra	1971	1971		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire						43814	fra	short	T0	unspecified	yes
Carmichael_Bar	Carmichael	Bar	Carmichael_Bar	Carmichael, Harry		yes	1	M	GBR		Au bar des trois plumes	1970	1970		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire						39493	fra	short	T0	unspecified	yes
Carmichael_Belle	Carmichael	Belle	Carmichael_Belle	Carmichael, Harry		yes	1	M	GBR		La belle au bois mourant	1970	1970		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire						39493	fra	short	T0	unspecified	yes
Cheron_Assassin	Cheron	Assassin	Cheron_Assassin	Chéron, Bertrand	https://www.wikidata.org/wiki/Q15970634	no	1	M	FRA		L'assassin viendra à l'aube	1975	1975		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire	2-7024-0364-6					33059	fra	short	T0	unspecified	yes
Coupon_Pluie	Coupon	Pluie	Coupon_Pluie	Coupon, Henry	https://www.wikidata.org/wiki/Q16028079	no	1	M	FRA		La pluie et le beau temps	1977	1977		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire	2-7024-0677-7					45859	fra	short	T0	unspecified	yes
Creasey_Sang	Creasey	Sang	Creasey_Sang	Creasey, John	https://www.wikidata.org/wiki/Q1699682	yes	1	M	GBR		Du sang sur les rails	1970	1970		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire						45409	fra	short	T0	unspecified	yes
DeMonaghan_Trop	DeMonaghan	Trop	DeMonaghan_Trop	de Monaghan, Hélène	https://www.wikidata.org/wiki/Q13099288	no	1	F	FRA		Trop chère Èmilie		1976		1970s	Le Masque		Romans d'aventures	policier	populaire						45658	fra	short	T0	unspecified	yes
Didier_Entree	Didier	Entree	Didier_Entree	Didier, Christiane		no	1	F			Entrée interdite		1971		1970s	Le Masque		Romans d'aventures	policier	populaire						42367	fra	short	T0	unspecified	yes
Fraser_Trefle	Fraser	Trefle	Fraser_Trefle	Fraser, James		yes	1	M	GBR		Le trèfle à cinq feuilles	1975	1975		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire	2-7024-0440-5					45339	fra	short	T0	unspecified	yes
GuillemonatBancal_Jamais	GuillemonatBancal	Jamais	GuillemonatBancal_Jamais	Guillemonat, Jean / Bancal, Jean		yes	1	M			Jamais à l'heure même pour mourir		1974		1970s	Le Masque		Romans d'aventures	policier	populaire		Tardieu, Charles				70167	fra	medium	T0	unspecified	yes
Janson_Or	Janson	Or	Janson_Or	Janson, Marten		yes	1	U	SWE		L'or du dragon	1976	1976		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire	2-7024-0575-4					45134	fra	short	T0	unspecified	yes
Johnston_Arbres	Johnston	Arbres	Johnston_Arbres	Johnston, Velda	https://www.wikidata.org/wiki/Q7918860	yes	1	F			Les arbres de Josue		1973		1970s	Le Masque		Romans d'aventures	policier	populaire		Navarro, Marie-Louise		1972		47304	fra	short	T0	unspecified	yes
Lang_Nous	Lang	Nous	Lang_Nous	Lang, Maria		yes	1	F	SWE		Nous étions treize en classe		1976		1970s	Le Masque		Romans d'aventures	policier	populaire	2-7024-0573-8	Roussel, Asa		1973		45309	fra	short	T0	unspecified	yes
Lewin_Cliente	Lewin	Cliente	Lewin_Cliente	Lewin, Michael Z.	https://www.wikidata.org/wiki/Q1929930	yes	1	M	USA		Ma cliente Heloïse	1973	1973		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire						35521	fra	short	T0	unspecified	yes
Marais_Joue	Marais	Joue	Marais_Joue	Marais, Claude	https://www.wikidata.org/wiki/Q19545092	no	1	F	FRA		On ne joue pas avec le feu	1973	1973		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire						39880	fra	short	T0	unspecified	yes
Martin_Acteurs	Martin	Acteurs	Martin_Acteurs	Martin, Hansjörg	https://www.wikidata.org/wiki/Q106092	yes	1	M	DEU		Les acteurs n'aiment pas mourir	1972	1972		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire						44637	fra	short	T0	unspecified	yes
Millar_Territoire	Millar	Territoire	Millar_Territoire	Millar, Margaret		yes	1	F			Le territoire des monstres		1972		1970s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1838-4					61318	fra	medium	T0	unspecified	yes
Muller_Avec	Muller	Avec	Muller_Avec	Muller, Paul		yes	1	M	GBR		Avec les femmes on ne sait jamais	1970	1970		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire						30100	fra	short	T0	unspecified	yes
Picard_Solo	Picard	Solo	Picard_Solo	Picard, Gilbert		no	1	M	FRA		Solo pour toumba	1975	1975		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire	2-7024-0406-5					33822	fra	short	T0	unspecified	yes
RadfordEM_Eau	RadfordEM	Eau	RadfordEM_Eau	Radford, Edwin / Radford, Mona Augusta		yes	1	X			L'eau morte		1972		1970s	Le Masque		Romans d'aventures	policier	populaire		Daubert, Firmin		1971		37163	fra	short	T0	unspecified	yes
Rousseau_Tribunal	Rousseau	Tribunal	Rousseau_Tribunal	Rousseau, André		no	1	M	FRA		Tribunal de femmes	1973	1973		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire						42080	fra	short	T0	unspecified	yes
Saint-Briac_Derniere	Saint-Briac	Derniere	Saint-Briac_Derniere	Saint Briac, André		no	1	U			La dernière épreuve	1976	1976		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire	2-7024-0558-4					43554	fra	short	T0	unspecified	yes
Sariola_Qui	Sariola	Qui	Sariola_Qui	Sariola, Mauri	https://www.wikidata.org/wiki/Q3300276	yes	1	M	FIN		Qui a tué le commissaire Wolf?	1975	1975		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire	2-7024-0437-5					48291	fra	short	T0	unspecified	yes
Tanugi_Anne	Tanugi	Anne	Tanugi_Anne	Tanugi, Gilbert	https://www.wikidata.org/wiki/Q15970780	no	1	M	FRA		Anne qui ne voyait rien venir	1979	1979		1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire	2-7024-0937-7					37192	fra	medium	T0	unspecified	yes
Amelin_Jardins	Amelin	Jardins	Amelin_Jardins	Amelin, Michel	https://www.wikidata.org/wiki/Q3308855	no	1	M	FRA		Les jardins du casino		1989		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1879-1					40977	fra	short	T0	unspecified	yes
Andreota_Pieuvre	Andreota	Pieuvre	Andreota_Pieuvre	Andreota, Paul	https://www.wikidata.org/wiki/Q3370481	no	1	M	FRA		La pieuvre		1989		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1892-9					64414	fra	medium	T0	unspecified	yes
Andreota_Zigzags	Andreota	Zigzags	Andreota_Zigzags	Andreota, Paul	https://www.wikidata.org/wiki/Q3370481	no	1	M	FRA		Zigzags		1989		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1964-X					45152	fra	short	T0	unspecified	yes
Bachellerie_Ile	Bachellerie	Ile	Bachellerie_Ile	Bachellerie, Louise	https://www.wikidata.org/wiki/Q15970555	no	1	F	FRA		L'île aux muettes		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1613-6					45681	fra	short	T0	unspecified	yes
Bachellerie_Rue	Bachellerie	Rue	Bachellerie_Rue	Bachellerie, Louise	https://www.wikidata.org/wiki/Q15970555	no	1	F	FRA		La rue des bons apôtres		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1661-6					40767	fra	short	T0	unspecified	yes
Beeding_Numero	Beeding	Numero	Beeding_Numero	Beeding, Francis		yes	1	F	GBR		Le numéro gagnant		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1519-9	Vabre, Marguerite				46804	fra	short	T0	unspecified	yes
Benzimra_Revoir	Benzimra	Revoir	Benzimra_Revoir	Benzimra, André	https://www.wikidata.org/wiki/Q15970572	no	1	M	FRA		Pour te revoir, Jonathan		1983		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1454-0					54293	fra	short	T0	unspecified	yes
Berkeley_Erreur	Berkeley	Erreur	Berkeley_Erreur	Berkeley, Anthony		yes	1	M	GBR		Une erreur judiciaire		1987		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1761-2					60196	fra	medium	T0	unspecified	yes
Blackmon_Assassine	Blackmon	Assassine	Blackmon_Assassine	Blackmon, Anita	https://www.wikidata.org/wiki/Q16024992	yes	1	F	USA		On assassine au Richelieu		1988		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1795-7	Ferraris, Gabrielle		1937		61894	fra	medium	T0	unspecified	yes
Bruce_Trois	Bruce	Trois	Bruce_Trois	Bruce, Leo	https://www.wikidata.org/wiki/Q1110606	yes	1	M	GBR		Trois détectives		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1658-6					54935	fra	medium	T0	unspecified	yes
Carr_Maison	Carr	Maison	Carr_Maison	Carr, John Dickson	https://www.wikidata.org/wiki/Q365664	yes	1	M	USA		La maison de la terreur		1988		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1793-0	Delval, Léo		1946		76018	fra	medium	T0	unspecified	yes
Carr_Marie	Carr	Marie	Carr_Marie	Carr, John Dickson	https://www.wikidata.org/wiki/Q365664	yes	1	M	USA		Le marié perd la tête		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1655-1	Rey, Jean-André et Claudine		1930		64189	fra	medium	T0	unspecified	yes
Carr_Service	Carr	Service	Carr_Service	Carr, John Dickson	https://www.wikidata.org/wiki/Q365664	yes	1	M	USA		Service des affaires inclassables		1988		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1802-3			1940		74987	fra	medium	T0	unspecified	yes
Crispin_Prelude	Crispin	Prelude	Crispin_Prelude	Crispin, Edmund	https://www.wikidata.org/wiki/Q1351641	yes	1	M	GBR		Prélude et mort d'Isolde		1988		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1845-7	André, Jean / Rey, Claudine		1986		56482	fra	medium	T0	unspecified	yes
daNatividadeGaspar_Corps	daNatividadeGaspar	Corps	daNatividadeGaspar_Corps	da Natividade Gaspar, José	https://www.wikidata.org/wiki/Q16028120	yes	1	M	PRT		Les corps sans âme		1988		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1851-1	Falcoz, André & Maslowski, Igor B.				54690	fra	medium	T0	unspecified	yes
Didelot_Ombres	Didelot	Ombres	Didelot_Ombres	Didelot, Francis	https://www.wikidata.org/wiki/Q3081398	no	1	M	FRA		Les ombres du parking		1980		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1045-6					46080	fra	short	T0	unspecified	yes
Endrebe_Pire	Endrebe	Pire	Endrebe_Pire	Endrèbe, Maurice Bernard	https://www.wikidata.org/wiki/Q3300280	no	1	M	FRA		La pire des choses		1984		1980s	Le Masque		Roman d'aventures	policier	populaire	2-7024-1574-1					39791	fra	short	T0	unspecified	yes
Exbrayat_Pantoufles	Exbrayat	Pantoufles	Exbrayat_Pantoufles	Exbrayat, Charles	https://www.wikidata.org/wiki/Q2659156	no	1	M	FRA		Mets tes pantoufles, Roméo		1983		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1440-0					45741	fra	short	T0	unspecified	yes
Fair_Bousculez	Fair	Bousculez	Fair_Bousculez	Fair, A. A. (Erle Stanley Gardner)		yes	1	M	USA		Bousculez pas le magot		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1542-3	Benoit, Jean				69910	fra	medium	T0	unspecified	yes
Fair_Quitte	Fair	Quitte	Fair_Quitte	Fair, A. A. (Erle Stanley Gardner)		yes	1	M	USA		Quitte ou double		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1547-4	Benoit, Jean				70724	fra	medium	T0	unspecified	yes
Fast_Crime	Fast	Crime	Fast_Crime	Fast, Julius		yes	1	M	USA		Crime en blanc		1987		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1783-3	Averlant, Michel				45400	fra	short	T0	unspecified	yes
Ferriere_Climat	Ferriere	Climat	Ferriere_Climat	Ferrière, Jean-Pierre	https://www.wikidata.org/wiki/Q3169281	no	1	M			Un climat mortel		1983		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1488-5					34020	fra	short	T0	unspecified	yes
Ferval_Assassins	Ferval	Assassins	Ferval_Assassins	Ferval, Henri		no	1	M			Les assassins sont morts		1982		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1362-5					54130	fra	medium	T0	unspecified	yes
Grisolia_Calories	Grisolia	Calories	Grisolia_Calories	Grisolia, Michel	https://www.wikidata.org/wiki/Q3309824	no	1	M			650 calories pour mourir		1987		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1771-X					43269	fra	short	T0	unspecified	yes
Grisolia_Soeurs	Grisolia	Soeurs	Grisolia_Soeurs	Grisolia, Michel	https://www.wikidata.org/wiki/Q3309824	no	1	M			Les sœurs du nord		1986		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1707-8					51319	fra	medium	T0	unspecified	yes
Guibert_Piano	Guibert	Piano	Guibert_Piano	Guibert, Michel		no	1	M			Piano nobile		1981		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1211-4					44550	fra	short	T0	unspecified	yes
Heyer_Pourquoi	Heyer	Pourquoi	Heyer_Pourquoi	Heyer, Georgette	https://www.wikidata.org/wiki/Q272706	yes	1	F			Pourquoi tuer un maître d'hôtel?		1983		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2508-9					49418	fra	short	T0	unspecified	yes
Jeffers_Irregulier	Jeffers	Irregulier	Jeffers_Irregulier	Jeffers, Paul		yes	1	M			Irrégulier, mon cher Morgan! (les fans de Sherlock Holmes)		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1651-9					46397	fra	short	T0	unspecified	yes
Kallen_Greenfield	Kallen	Greenfield	Kallen_Greenfield	Greenfield, Lucille		yes	1	F			Greenfield connaît la musique		1986		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1677-2	Poulain, Chrisitiane		1979		48082	fra	short	T0	unspecified	yes
Lovesey_Course	Lovesey	Course	Lovesey_Course	Lovesey, Peter	https://www.wikidata.org/wiki/Q1350599	yes	1	M			La course ou la vie		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1646-2					34138	fra	short	T0	unspecified	yes
Lovesey_Round	Lovesey	Round	Lovesey_Round	Lovesey, Peter	https://www.wikidata.org/wiki/Q1350599	yes	1	M			Le vingt-sixième round		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1633-0	Poulain, Christiane				46072	fra	short	T0	unspecified	yes
Millar_Femme	Millar	Femme	Millar_Femme	Millar, Margaret		yes	1	F			La femme de sa mort		1986		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1720-5					49918	fra	short	T0	unspecified	yes
MillerW_Foire	MillerW	Foire	MillerW_Foire	Miller, Wade		yes	1	M			La foire aux crimes		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1578-4	Escoube, Lucienne				51307	fra	medium	T0	unspecified	yes
